x,y,z
24.242424242424242,61.61616161616162,0.09854608413664595
95.95959595959597,69.6969696969697,0.24154887453311802
83.83838383838385,98.98989898989899,0.37752761669361334
47.47474747474748,11.111111111111112,0.15833294576464085
32.323232323232325,89.89898989898991,0.017641540421457436
1.0101010101010102,16.161616161616163,0.06307200127278982
81.81818181818183,49.494949494949495,0.39434760965074944
39.3939393939394,4.040404040404041,0.06268555301487438
43.43434343434344,22.222222222222225,0.16274214059588432
17.171717171717173,79.7979797979798,0.07343324575157983
90.90909090909092,100.0,0.28499961689079706
59.5959595959596,46.46464646464647,0.9815470200741021
71.71717171717172,85.85858585858587,0.1326812098792208
52.525252525252526,0.0,0.11687122563519295
58.58585858585859,57.57575757575758,0.7381565325035268
43.43434343434344,25.252525252525253,0.14500584952924966
36.36363636363637,50.505050505050505,0.6041600133529571
4.040404040404041,87.87878787878789,0.011899450431969029
86.86868686868688,81.81818181818183,0.19828266663708738
51.515151515151516,21.212121212121215,0.18517223080806194
15.151515151515152,58.58585858585859,0.16163699796968362
40.40404040404041,28.282828282828284,0.11638972654550975
81.81818181818183,98.98989898989899,0.1500528982311738
66.66666666666667,80.80808080808082,0.2260047985831657
72.72727272727273,47.47474747474748,0.31961803361142926
7.070707070707071,34.343434343434346,0.6237795060728862
87.87878787878789,11.111111111111112,0.16694778088990042
41.41414141414142,44.44444444444445,1.2588443315679587
24.242424242424242,77.77777777777779,0.14629152811118915
11.111111111111112,68.68686868686869,0.03460039314591937
4.040404040404041,94.94949494949496,0.032821012076228784
26.262626262626263,55.55555555555556,0.14820151245320864
53.535353535353536,5.050505050505051,0.22734007535394196
94.94949494949496,90.90909090909092,0.19989587135185571
46.46464646464647,79.7979797979798,0.11058403855155503
90.90909090909092,29.292929292929294,0.21922916623607397
66.66666666666667,46.46464646464647,0.6018967296245411
10.101010101010102,13.131313131313131,0.021241312600767694
78.7878787878788,71.71717171717172,0.14534659119085797
86.86868686868688,50.505050505050505,0.2959934253185648
15.151515151515152,62.62626262626263,0.03068398889675781
41.41414141414142,100.0,0.2300949056611092
42.42424242424243,81.81818181818183,0.18053883205222726
46.46464646464647,84.84848484848486,0.13584093460941674
77.77777777777779,27.272727272727273,0.21842389637995085
2.0202020202020203,83.83838383838385,0.02486200571766644
22.222222222222225,62.62626262626263,0.16615752197095668
22.222222222222225,30.303030303030305,0.6197558249479007
